pt,comparator,a_dato_cases,b_dato_without_pt,c_comparator_cases,d_comparator_without_pt,n_dato,n_comparator,ror,ror_ci_lower,ror_ci_upper,prr,chi2_yates,ic,ic025,expected_count,ebgm,eb05,ror_signal,prr_signal,bcpnn_signal,mgps_signal,consensus_signal
Throat tightness,active_breast_comparator,1,195,13,6079,196,6092,2.398027613412229,0.3121305957677573,18.423494885346877,2.3908948194662476,0.009592769289780154,0.6797860469227499,-3.044392231920688,0.43638676844783714,2.394812034329065,0.47227672915768976,False,False,False,False,False
Herpes zoster,active_breast_comparator,1,195,13,6079,196,6092,2.398027613412229,0.3121305957677573,18.423494885346877,2.3908948194662476,0.009592769289780154,0.6797860469227499,-3.044392231920688,0.43638676844783714,2.394812034329065,0.47227672915768976,False,False,False,False,False
Cataract,active_breast_comparator,1,195,13,6079,196,6092,2.398027613412229,0.3121305957677573,18.423494885346877,2.3908948194662476,0.009592769289780154,0.6797860469227499,-3.044392231920688,0.43638676844783714,2.394812034329065,0.47227672915768976,False,False,False,False,False
Hepatic function abnormal,active_breast_comparator,3,193,40,6052,196,6092,2.3518134715025907,0.721221825330904,7.6689673141871095,2.331122448979592,1.042771105590817,0.927389816386611,-1.6473462795384681,1.3403307888040712,2.265423089371082,0.8431519298460238,False,False,False,False,False
Hyponatraemia,active_breast_comparator,1,195,14,6078,196,6092,2.2263736263736265,0.2912936289218831,17.01629912936171,2.2201166180758016,0.002329111905159549,0.6325435652552661,-3.0545169319364955,0.4675572519083969,2.2584307414372726,0.4453812108447973,False,False,False,False,False
Dehydration,active_breast_comparator,2,194,29,6063,196,6092,2.1553501599715608,0.510643728891168,9.097407936795639,2.143560872624912,0.3057824968273757,0.7697625618292686,-2.1715648475047327,0.9662849872773537,2.124814575978792,0.6404464964242036,False,False,False,False,False
Palpitations,active_breast_comparator,1,195,15,6077,196,6092,2.0776068376068375,0.27305593694525593,15.80793378807242,2.072108843537415,3.35853987299518e-06,0.5867991592007732,-3.0651178047704475,0.49872773536895676,2.1367459609381223,0.42138396626000013,False,False,False,False,False
Cystitis haemorrhagic,active_breast_comparator,1,195,16,6076,196,6092,1.9474358974358974,0.2569602218116938,14.759119321593651,1.9426020408163265,0.0,0.5424607326771967,-3.0761290441849587,0.5298982188295165,2.027503589783103,0.3998404676492721,False,False,False,False,False
Chest discomfort,active_breast_comparator,3,193,49,6043,196,6092,1.9169927038172783,0.592293892046034,6.204455382435488,1.9029571012078301,0.49627589995349103,0.7227020353297938,-1.7379015019011645,1.6208651399491094,1.8917257485901726,0.7040681377119801,False,False,False,False,False
Dry mouth,active_breast_comparator,1,195,17,6075,196,6092,1.832579185520362,0.2426504062499483,13.840267251574769,1.828331332533013,0.0,0.4994444295350989,-3.087493346814804,0.5610687022900763,1.9288880731714004,0.3803926725981592,False,False,False,False,False
Feeling abnormal,active_breast_comparator,1,195,17,6075,196,6092,1.832579185520362,0.2426504062499483,13.840267251574769,1.828331332533013,0.0,0.4994444295350989,-3.087493346814804,0.5610687022900763,1.9288880731714004,0.3803926725981592,False,False,False,False,False
Rash,active_breast_comparator,5,191,88,6004,196,6092,1.7860542598762494,0.7171070379630902,4.4484151602850215,1.7660018552875696,0.9265283693214961,0.6943828190731286,-1.2565845854972886,2.898854961832061,1.7498952280842222,0.812295550367728,False,False,False,False,False
Insomnia,active_breast_comparator,1,195,18,6074,196,6092,1.7304843304843305,0.22984512369824497,13.028668913521381,1.7267573696145124,0.0,0.4576736789776284,-3.09916067251708,0.5922391857506362,1.8394206989072672,0.3627489668383334,False,False,False,False,False
Muscular weakness,active_breast_comparator,1,195,18,6074,196,6092,1.7304843304843305,0.22984512369824497,13.028668913521381,1.7267573696145124,0.0,0.4576736789776284,-3.09916067251708,0.5922391857506362,1.8394206989072672,0.3627489668383334,False,False,False,False,False
Cough,active_breast_comparator,5,191,92,6000,196,6092,1.7072615524698385,0.6861849762150861,4.247749673301052,1.6892191659272406,0.7558476937667974,0.6424072977325829,-1.2871081196403864,3.0235368956743,1.6795898512181016,0.7796600280354578,False,False,False,False,False
Intentional product use issue,active_breast_comparator,1,195,19,6073,196,6092,1.639136302294197,0.21831911734024284,12.306608098417039,1.635875402792696,0.0,0.41707837533129666,-3.111087210337349,0.6234096692111959,1.7578849415125897,0.34666944148947176,False,False,False,False,False
Vision blurred,active_breast_comparator,1,195,19,6073,196,6092,1.639136302294197,0.21831911734024284,12.306608098417039,1.635875402792696,0.0,0.41707837533129666,-3.111087210337349,0.6234096692111959,1.7578849415125897,0.34666944148947176,False,False,False,False,False
Product dose omission issue,active_breast_comparator,1,195,19,6073,196,6092,1.639136302294197,0.21831911734024284,12.306608098417039,1.635875402792696,0.0,0.41707837533129666,-3.111087210337349,0.6234096692111959,1.7578849415125897,0.34666944148947176,False,False,False,False,False
Renal impairment,active_breast_comparator,1,195,20,6072,196,6092,1.5569230769230769,0.20788992827590677,11.660062070147674,1.554081632653061,0.0,0.3775941700966494,-3.1232345117631075,0.6545801526717557,1.6832708191316716,0.33195491978092184,False,False,False,False,False
Cardiac arrest,active_breast_comparator,1,195,21,6071,196,6092,1.4825396825396826,0.19840819903168982,11.077787717602387,1.4800777453838676,0.0,0.33916185832548235,-3.1355687608540066,0.6857506361323156,1.6147328442024702,0.3184386645764822,False,False,False,False,False
Feeling hot,active_breast_comparator,1,195,21,6071,196,6092,1.4825396825396826,0.19840819903168982,11.077787717602387,1.4800777453838676,0.0,0.33916185832548235,-3.1355687608540066,0.6857506361323156,1.6147328442024702,0.3184386645764822,False,False,False,False,False
Ascites,active_breast_comparator,2,194,44,6048,196,6092,1.4170571696344891,0.34106297111900274,5.887625430061317,1.4128014842300556,0.0031739613375640426,0.37045798881502107,-2.3374892802066602,1.4338422391857506,1.4684630965968357,0.4426137019087671,False,False,False,False,False
Pulmonary embolism,active_breast_comparator,1,195,23,6069,196,6092,1.3531772575250836,0.18181392797939233,10.071223424041806,1.3513753327417923,0.0,0.2652386767605238,-3.160682390563117,0.7480916030534351,1.4931400564121449,0.2944595617142952,False,False,False,False,False
Renal failure,active_breast_comparator,1,195,24,6068,196,6092,1.2965811965811966,0.17451203447198704,9.633277180077712,1.2950680272108843,0.0,0.22965063667441096,-3.173412196355325,0.7792620865139949,1.4389616338897513,0.2837751289433667,False,False,False,False,False
Pain in extremity,active_breast_comparator,1,195,25,6067,196,6092,1.2445128205128204,0.16777164356685836,9.231668281318122,1.2432653061224488,0.0,0.1949193809091818,-3.1862289709641374,0.8104325699745547,1.3885772608884828,0.2738389141003648,False,False,False,False,False
Nausea,active_breast_comparator,16,180,410,5682,196,6092,1.231869918699187,0.7316069193549908,2.0742060476052138,1.212941762070682,0.41144293234230467,0.26003399912137026,-0.7719043792110036,13.278625954198473,1.213236895312672,0.7932155842134497,False,False,False,False,False
Product use issue,active_breast_comparator,1,195,27,6065,196,6092,1.1519468186134854,0.15573488455081008,8.520772187562056,1.1511715797430082,0.0,0.12786885349174584,-3.2120523986104286,0.8727735368956743,1.297700837889569,0.2559173322825659,False,False,False,False,False
Pyrexia,active_breast_comparator,6,190,180,5912,196,6092,1.0371929824561403,0.4540245369653526,2.369407807883205,1.0360544217687075,0.0,0.04561241054536413,-1.5354489918360819,5.797709923664122,1.05674895979198,0.5246959444076269,False,False,False,False,False
Pneumocystis jirovecii pneumonia,active_breast_comparator,1,195,30,6062,196,6092,1.0362393162393162,0.1405914369122939,7.637676547754442,1.0360544217687075,0.0,0.03279696766306249,-3.2510448093131727,0.9662849872773537,1.1816954896151795,0.2330401186797971,False,False,False,False,False
Dyspnoea,active_breast_comparator,7,189,214,5878,196,6092,1.017307026652821,0.47261360984630796,2.189766788167089,1.0166889185580774,0.0,0.021574564170955133,-1.4441241075634559,6.888676844783715,1.0346779799618133,0.5414481376498922,False,False,False,False,False
Constipation,active_breast_comparator,4,192,125,5967,196,6092,0.9945,0.36371292426721463,2.719260669641131,0.9946122448979591,0.0,-0.006714480260468755,-1.889646428134391,4.020992366412214,1.0276524677636447,0.43577165819672214,False,False,False,False,False
Interstitial lung disease,active_breast_comparator,8,188,259,5833,196,6092,0.9583504477121498,0.4672175853006705,1.9657555912392153,0.9600504294381844,0.0,-0.05372780444815177,-1.4127619499914927,8.322519083969466,0.9770432675506651,0.5334545141436435,False,False,False,False,False
Platelet count decreased,active_breast_comparator,2,194,65,6027,196,6092,0.955908009516257,0.23236921847653344,3.932363024019084,0.9563579277864991,0.0,-0.05014496792774166,-2.557608407481765,2.0884223918575064,1.0251355185280198,0.3089890565621913,False,False,False,False,False
Anaphylactic reaction,active_breast_comparator,1,195,33,6059,196,6092,0.9415695415695415,0.12812020019848627,6.919698847160803,0.9418676561533703,0.0,-0.05639526071101872,-3.290077088397383,1.059796437659033,1.0847283841665896,0.21391740393614128,False,False,False,False,False
Fall,active_breast_comparator,1,195,33,6059,196,6092,0.9415695415695415,0.12812020019848627,6.919698847160803,0.9418676561533703,0.0,-0.05639526071101872,-3.290077088397383,1.059796437659033,1.0847283841665896,0.21391740393614128,False,False,False,False,False
Hypoaesthesia,active_breast_comparator,1,195,33,6059,196,6092,0.9415695415695415,0.12812020019848627,6.919698847160803,0.9418676561533703,0.0,-0.05639526071101872,-3.290077088397383,1.059796437659033,1.0847283841665896,0.21391740393614128,False,False,False,False,False
Lung disorder,active_breast_comparator,1,195,34,6058,196,6092,0.9137254901960784,0.12443821442920767,6.709307709562413,0.9141656662665065,0.0,-0.08494133920120742,-3.303056523020598,1.090966921119593,1.0558482566602427,0.208222004063067,False,False,False,False,False
Pleural effusion,active_breast_comparator,2,194,70,6022,196,6092,0.8868924889543446,0.21591453583323442,3.643007562821804,0.8880466472303206,0.0,-0.13449686401448516,-2.606730592335788,2.2442748091603053,0.956389548784674,0.28826813532833323,False,False,False,False,False
Metastases to liver,active_breast_comparator,3,193,105,5987,196,6092,0.8863064396743153,0.278797999833219,2.8175923266238696,0.8880466472303207,0.0,-0.1436405352060838,-2.229910568325169,3.366412213740458,0.9335406244613319,0.3474479371192206,False,False,False,False,False
Fatigue,active_breast_comparator,7,189,249,5843,196,6092,0.8691060538450097,0.4044281026171699,1.8676875517353746,0.8737808376362592,0.031021153536923772,-0.1771130621092105,-1.5945205458076752,7.979643765903308,0.8946185201077851,0.4681548665386116,False,False,False,False,False
Hepatic failure,active_breast_comparator,1,195,36,6056,196,6092,0.8626780626780627,0.11767134252156693,6.324508787596905,0.8633786848072562,0.0,-0.14039291549243776,-3.328928737491122,1.1533078880407124,1.0024682382793046,0.19769502318859947,False,False,False,False,False
Hypersensitivity,active_breast_comparator,1,195,40,6052,196,6092,0.7758974358974359,0.10611827378875459,5.673074104377409,0.7770408163265305,0.0,-0.2452845647507899,-3.3801878422591694,1.2779898218829517,0.9104135483404515,0.17954107739045796,False,False,False,False,False
Seizure,active_breast_comparator,1,195,40,6052,196,6092,0.7758974358974359,0.10611827378875459,5.673074104377409,0.7770408163265305,0.0,-0.2452845647507899,-3.3801878422591694,1.2779898218829517,0.9104135483404515,0.17954107739045796,False,False,False,False,False
Alopecia,active_breast_comparator,4,192,161,5931,196,6092,0.7674689440993789,0.2816436362029924,2.0913257196143156,0.7722144758524527,0.0852453419465632,-0.3265705251405615,-2.1136765773027886,5.143129770992366,0.8068625464701993,0.3421466311245376,False,False,False,False,False
Mucosal inflammation,active_breast_comparator,1,195,41,6051,196,6092,0.7568480300187618,0.10357387983507726,5.530534739602219,0.7580886012941761,0.0,-0.2703577466396527,-3.392878680871417,1.3091603053435115,0.8899822184386467,0.17551185024442456,False,False,False,False,False
Toxicity to various agents,active_breast_comparator,1,195,43,6049,196,6092,0.721407274895647,0.09883209439398134,5.2657839486608795,0.722828666350261,0.0,-0.31923352827506757,-3.4180908540761052,1.3715012722646311,0.8517524799967778,0.1679726298091397,False,False,False,False,False
Myalgia,active_breast_comparator,1,195,45,6047,196,6092,0.6891168091168092,0.09450268941673683,5.025063091201605,0.690702947845805,0.0,-0.3665076053511852,-3.4430622203575485,1.4338422391857506,0.8166718345837157,0.16105443655015883,False,False,False,False,False
Decreased appetite,active_breast_comparator,3,193,147,5945,196,6092,0.6286348736385746,0.19864142825285364,1.989422890433278,0.6343190337359433,0.312537648529007,-0.5643635395412896,-2.521253752647982,4.675572519083969,0.6765349339600369,0.25179479182187364,False,False,False,False,False
Metastases to lung,active_breast_comparator,1,195,53,6039,196,6092,0.5843251088534107,0.08039245765941012,4.247112761287555,0.5864458991143626,0.020760650985014926,-0.5414858345197832,-3.540307384282385,1.683206106870229,0.7011589015189724,0.13827433129713332,False,False,False,False,False
Acute kidney injury,active_breast_comparator,1,195,59,6033,196,6092,0.524380704041721,0.07227943075284367,3.8043343715801563,0.5268073331027326,0.07637701211675388,-0.6600639559618748,-3.610309466732459,1.8702290076335877,0.6339118611931512,0.12501265906759995,False,False,False,False,False
Sepsis,active_breast_comparator,1,195,60,6032,196,6092,0.5155555555555555,0.07108245228606185,3.7392847646073144,0.5180272108843538,0.08832152667679215,-0.6789129261200411,-3.621728089423037,1.9013994910941476,0.6239383709469788,0.12304580434821982,False,False,False,False,False
Pain,active_breast_comparator,1,195,61,6031,196,6092,0.5070197562000841,0.069924092649773,3.676401415242779,0.5095349615255939,0.10093309003219822,-0.6975188050009857,-3.633075952427826,1.9325699745547074,0.6142738503255016,0.12113988099283339,False,False,False,False,False
Dizziness,active_breast_comparator,1,195,61,6031,196,6092,0.5070197562000841,0.069924092649773,3.676401415242779,0.5095349615255939,0.10093309003219822,-0.6975188050009857,-3.633075952427826,1.9325699745547074,0.6142738503255016,0.12113988099283339,False,False,False,False,False
Metastases to central nervous system,active_breast_comparator,2,194,122,5970,196,6092,0.504478620922765,0.12383932295960078,2.0550716273792786,0.5095349615255939,0.5076818878556313,-0.8040998134116856,-3.0468774524802247,3.8651399491094147,0.5634345726195217,0.16982644136475597,False,False,False,False,False
Cardiac failure,active_breast_comparator,1,195,65,6027,196,6092,0.4755029585798817,0.0656417307646486,3.4445018585644696,0.47817896389324954,0.15745295645493357,-0.7696317830865284,-3.677764428940205,2.0572519083969465,0.5784350693423114,0.11407217713252527,False,False,False,False,False
Back pain,active_breast_comparator,1,195,71,6021,196,6092,0.4348862405200433,0.06011049098802109,3.14630672757849,0.4377694739867778,0.2577180110110552,-0.8714624581806912,-3.7427251585904644,2.2442748091603053,0.5318869838763879,0.10489250990300181,False,False,False,False,False
Neutrophil count decreased,active_breast_comparator,2,194,142,5950,196,6092,0.43197328299695076,0.10620828818259118,1.7569336670068825,0.4377694739867778,0.9306380346171623,-0.9966923293706207,-3.1878433613544974,4.488549618320611,0.48654649975551234,0.14665138532021615,False,False,False,False,False
Death,active_breast_comparator,4,192,317,5775,196,6092,0.37953470031545744,0.14009990342454365,1.0281705070633835,0.3921972574518766,3.295259523488383,-1.2231788454719688,-2.816267077694535,10.005725190839694,0.4178444934315264,0.17718518028499913,False,False,False,False,False
Abdominal pain,active_breast_comparator,1,195,86,6006,196,6092,0.3581395348837209,0.049620700083136016,2.584887481067996,0.3614143331751305,0.566794367388376,-1.0984339590713426,-3.8948608373346305,2.7118320610687023,0.4428033175989229,0.08732447452995283,False,False,False,False,False
Erythema,active_breast_comparator,1,195,103,5989,196,6092,0.2981827234254419,0.04139074772105396,2.148135548278265,0.30176342381612836,0.9821563232918692,-1.3187430659073014,-4.051406066023006,3.241730279898219,0.3721606851371235,0.0733931634625711,False,False,False,False,False
Drug ineffective,active_breast_comparator,1,195,115,5977,196,6092,0.2665328874024526,0.0370339080101931,1.9182361215439565,0.2702750665483584,1.3018985185667105,-1.4562019939001072,-4.153096773989798,3.6157760814249365,0.3344924983318091,0.06596468565191121,False,False,False,False,False
Febrile neutropenia,active_breast_comparator,1,195,119,5973,196,6092,0.25740142210730443,0.03577529166740432,1.8519902707943428,0.261190190361859,1.4121136199075461,-1.4992575991304855,-4.185541253300485,3.7404580152671754,0.3235756129461252,0.06381178561272938,False,False,False,False,False
Pneumonitis,active_breast_comparator,1,195,122,5970,196,6092,0.2509457755359395,0.03488505810041712,1.8051792282547805,0.2547674807627969,1.4958008676652563,-1.5307264884482812,-4.209426829858001,3.8339694656488548,0.3158444142920501,0.06228712933053484,False,False,False,False,False
White blood cell count decreased,active_breast_comparator,1,195,142,5950,196,6092,0.2148790176959191,0.029904844068710124,1.5439970909018919,0.2188847369933889,2.0724197257480967,-1.7246150980237047,-4.359654153616795,4.457379134860051,0.27244717523010886,0.053728835057393697,False,False,False,False,False
Anaemia,active_breast_comparator,1,195,162,5930,196,6092,0.1877176321620766,0.02614690006553715,1.3476897581056626,0.19186192995716803,2.6741474461035954,-1.895506550238995,-4.496133193047461,5.080788804071247,0.23953491384609568,0.04723826505323074,False,False,False,False,False
Diarrhoea,active_breast_comparator,2,194,367,5725,196,6092,0.16081912413270036,0.03977478463907072,0.6502308163701256,0.16938219429461157,7.725313374788985,-2.2632638238259903,-4.229103204698214,11.501908396946565,0.1919156020464329,0.057845835739883604,False,False,False,False,False
Vomiting,active_breast_comparator,1,195,239,5853,196,6092,0.1255873833279691,0.017526784117992154,0.8998907469268871,0.1300486721885407,5.131378133281265,-2.4115918443309727,-4.9280155058208575,7.480916030534351,0.16349511914649076,0.032242588978547586,False,False,False,False,False
Asthenia,active_breast_comparator,1,195,336,5756,196,6092,0.08785103785103784,0.012274780402749465,0.6287529876930221,0.09250485908649173,8.418145850265935,-2.875053019244468,-5.336174779410721,10.504452926208652,0.11679043825531778,0.023032039836716294,False,False,False,False,False
Myelosuppression,active_breast_comparator,1,195,495,5597,196,6092,0.05798497798497799,0.008109340529035976,0.41461542524692596,0.06279117707689136,14.12593064754957,-3.4114768473167723,-5.82632597551899,15.460559796437659,0.07954378478485752,0.015686691884167214,False,False,False,False,False
